Date,Product,Category,Region,Sales,Profit
19-06-2024,T-shirt,Fashion,West,22979,2930
04-01-2024,Headphones,Electronics,North,42311,2989
21-04-2024,Shoes,Fashion,East,17389,1537
07-01-2024,T-shirt,Fashion,West,48842,2512
08-01-2024,Sneakers,Fashion,North,4079,266
16-06-2024,Belt,Accessories,South,32926,2747
12-06-2024,Shoes,Fashion,East,51820,4662
11-04-2024,Shoes,Fashion,North,20153,2862
12-03-2024,Watch,Accessories,East,10993,571
04-01-2024,Bag,Accessories,West,13350,2387
02-01-2024,T-shirt,Fashion,South,33929,5315
25-01-2024,Laptop,Electronics,North,51501,6755
28-03-2024,Smartwatch,Electronics,West,19228,1681
26-06-2024,Tablet,Electronics,East,25956,1362
24-01-2024,Camera,Electronics,South,34263,5252
26-05-2024,Phone,Electronics,South,47711,2650
14-03-2024,Belt,Accessories,West,5257,295
16-01-2024,Bag,Accessories,West,53568,3933
14-03-2024,Phone,Electronics,South,36644,6967
02-02-2024,Tablet,Electronics,South,52738,8129
01-06-2024,Camera,Electronics,East,4290,680
30-04-2024,Laptop,Electronics,North,17603,1631
28-05-2024,T-shirt,Fashion,South,15800,2407
10-02-2024,Phone,Electronics,North,35689,3820
27-01-2024,Laptop,Electronics,East,18028,2780
26-04-2024,Headphones,Electronics,North,26086,3112
23-04-2024,Watch,Accessories,South,48072,6824
30-05-2024,Watch,Accessories,East,4554,289
26-01-2024,Bag,Accessories,North,12215,1881
08-03-2024,Sneakers,Fashion,South,58020,5273
16-06-2024,Headphones,Electronics,North,1611,187
23-04-2024,Camera,Electronics,West,37102,5033
01-01-2024,Tablet,Electronics,North,19189,2711
09-03-2024,Shoes,Fashion,North,15902,864
18-04-2024,Sneakers,Fashion,East,3835,253
17-06-2024,Shoes,Fashion,East,34287,4199
12-05-2024,Phone,Electronics,North,7353,674
20-01-2024,T-shirt,Fashion,East,3085,199
12-06-2024,Camera,Electronics,West,17885,2101
09-04-2024,Laptop,Electronics,West,49220,4692
02-06-2024,Shoes,Fashion,East,36291,5614
30-05-2024,Belt,Accessories,West,22630,2286
12-06-2024,Tablet,Electronics,West,45562,5315
02-05-2024,Laptop,Electronics,East,46325,4308
16-06-2024,Bag,Accessories,North,16319,1914
03-05-2024,Sneakers,Fashion,West,52393,5340
07-06-2024,Camera,Electronics,East,55278,7724
30-03-2024,Sneakers,Fashion,East,51465,3148
26-01-2024,Belt,Accessories,East,35246,5828
12-06-2024,Belt,Accessories,South,42137,4077
19-03-2024,Watch,Accessories,South,44581,6842
21-03-2024,Tablet,Electronics,East,59582,5876
14-03-2024,Sneakers,Fashion,South,29412,2717
20-02-2024,Laptop,Electronics,North,9975,1636
29-01-2024,Belt,Accessories,South,45659,5456
17-04-2024,Shoes,Fashion,South,53857,2799
18-04-2024,Watch,Accessories,South,22940,2523
22-02-2024,Smartwatch,Electronics,North,47618,6487
25-01-2024,Watch,Accessories,West,55706,9872
13-01-2024,Shoes,Fashion,East,15762,2746
28-05-2024,Bag,Accessories,West,23631,2804
08-05-2024,Laptop,Electronics,East,31423,6217
26-02-2024,Bag,Accessories,East,21307,3996
30-04-2024,Laptop,Electronics,West,23623,3729
21-06-2024,Phone,Electronics,South,35235,5665
13-05-2024,Bag,Accessories,South,39228,2409
24-01-2024,Phone,Electronics,South,29130,2056
17-02-2024,Belt,Accessories,East,24724,4684
12-04-2024,Belt,Accessories,East,34827,6833
24-05-2024,Bag,Accessories,East,18673,2333
28-06-2024,Bag,Accessories,East,2007,121
31-03-2024,Belt,Accessories,South,10648,2068
08-05-2024,Sneakers,Fashion,West,17475,1570
12-01-2024,Bag,Accessories,North,19874,1824
05-05-2024,Sneakers,Fashion,South,59878,6330
30-05-2024,T-shirt,Fashion,South,57419,7665
16-01-2024,Sneakers,Fashion,North,58764,8899
23-05-2024,Watch,Accessories,North,24126,3602
21-02-2024,Laptop,Electronics,North,22944,2491
28-02-2024,Headphones,Electronics,East,36177,3763
25-03-2024,Smartwatch,Electronics,South,35605,5172
10-06-2024,Tablet,Electronics,West,51617,9328
22-01-2024,Sneakers,Fashion,West,23517,2369
07-06-2024,Sneakers,Fashion,West,38901,7263
25-03-2024,Headphones,Electronics,North,20778,3921
19-01-2024,Watch,Accessories,North,7829,1353
08-02-2024,Belt,Accessories,North,57414,10570
13-02-2024,Bag,Accessories,East,20663,1460
24-06-2024,Laptop,Electronics,South,20850,3804
27-01-2024,Bag,Accessories,West,46993,5849
24-01-2024,Laptop,Electronics,East,33973,4702
29-01-2024,Watch,Accessories,East,31178,1664
22-04-2024,Headphones,Electronics,North,13715,2169
15-04-2024,T-shirt,Fashion,North,14644,1105
13-01-2024,Headphones,Electronics,East,18260,1218
28-02-2024,T-shirt,Fashion,North,25328,2388
20-03-2024,T-shirt,Fashion,South,36139,7180
17-01-2024,Watch,Accessories,East,3472,391
29-05-2024,Camera,Electronics,South,19541,3179
06-05-2024,Sneakers,Fashion,East,18146,1826
04-03-2024,Tablet,Electronics,South,25161,1901
02-03-2024,Phone,Electronics,West,42055,5216
01-04-2024,Laptop,Electronics,East,9360,1718
01-01-2024,T-shirt,Fashion,North,2263,284
21-04-2024,Bag,Accessories,North,25188,1826
10-02-2024,Watch,Accessories,North,9104,719
05-05-2024,Phone,Electronics,North,14893,1675
20-04-2024,Phone,Electronics,North,38280,2771
27-05-2024,Laptop,Electronics,North,5312,329
10-01-2024,Camera,Electronics,South,14202,765
27-05-2024,Phone,Electronics,West,31017,5246
25-01-2024,Watch,Accessories,East,2063,253
09-04-2024,T-shirt,Fashion,South,4228,606
13-02-2024,Camera,Electronics,South,36220,3378
27-01-2024,Shoes,Fashion,West,15126,2667
23-01-2024,Headphones,Electronics,North,58627,10278
03-01-2024,Smartwatch,Electronics,East,45048,2808
26-01-2024,Smartwatch,Electronics,South,43181,8490
06-02-2024,Laptop,Electronics,West,14720,1925
02-04-2024,Belt,Accessories,West,21190,1302
17-05-2024,Bag,Accessories,North,19331,3693
21-03-2024,Headphones,Electronics,West,48238,9138
20-03-2024,Tablet,Electronics,South,44383,6297
02-01-2024,Phone,Electronics,East,42013,7698
22-03-2024,Headphones,Electronics,South,4875,877
17-03-2024,Shoes,Fashion,West,48749,6115
07-04-2024,T-shirt,Fashion,East,37158,5618
22-05-2024,Watch,Accessories,East,31182,4095
04-04-2024,T-shirt,Fashion,West,54035,6834
16-01-2024,Smartwatch,Electronics,West,43776,7700
05-04-2024,Phone,Electronics,East,4340,440
16-03-2024,Shoes,Fashion,West,26665,2994
20-02-2024,Laptop,Electronics,North,1796,221
14-03-2024,Watch,Accessories,East,18040,3183
18-01-2024,Headphones,Electronics,North,33505,4366
02-01-2024,Bag,Accessories,South,29896,1641
18-04-2024,Smartwatch,Electronics,East,20676,3947
18-01-2024,Bag,Accessories,East,10110,1382
25-06-2024,Sneakers,Fashion,West,37646,5231
04-06-2024,Sneakers,Fashion,East,39110,5013
26-04-2024,Headphones,Electronics,North,20510,1419
23-04-2024,Phone,Electronics,North,18617,3069
28-06-2024,Watch,Accessories,East,36095,4815
20-05-2024,Tablet,Electronics,North,12230,1685
27-03-2024,Laptop,Electronics,North,56902,8897
21-04-2024,Laptop,Electronics,North,35486,6135
14-02-2024,Tablet,Electronics,South,30069,5409
20-02-2024,Tablet,Electronics,East,38684,6846
31-01-2024,Smartwatch,Electronics,South,19727,3062
10-02-2024,T-shirt,Fashion,East,35743,1831
21-02-2024,Bag,Accessories,South,4433,266
27-03-2024,Laptop,Electronics,North,19059,1407
02-05-2024,Smartwatch,Electronics,North,22475,4293
27-05-2024,Laptop,Electronics,North,21942,2637
05-04-2024,Laptop,Electronics,North,28728,3246
02-01-2024,Shoes,Fashion,North,56000,10007
14-03-2024,Tablet,Electronics,East,43561,4379
24-05-2024,Laptop,Electronics,East,55067,7346
09-02-2024,Sneakers,Fashion,South,1048,177
17-04-2024,Tablet,Electronics,West,16988,2791
09-02-2024,Watch,Accessories,West,11711,2016
29-01-2024,Smartwatch,Electronics,East,55956,4526
13-06-2024,Smartwatch,Electronics,East,56321,10700
26-06-2024,Bag,Accessories,North,17439,2614
23-04-2024,Tablet,Electronics,South,47931,6735
30-01-2024,Belt,Accessories,North,1631,219
05-01-2024,Headphones,Electronics,North,4937,263
27-04-2024,Phone,Electronics,West,1132,108
27-06-2024,Headphones,Electronics,North,44189,6977
13-03-2024,Bag,Accessories,South,40284,4711
01-04-2024,Tablet,Electronics,South,51622,9903
20-04-2024,Camera,Electronics,West,48357,5663
17-06-2024,Phone,Electronics,East,19099,2511
17-04-2024,Shoes,Fashion,North,20510,2286
06-05-2024,Headphones,Electronics,North,21023,2927
08-03-2024,Tablet,Electronics,East,32778,3191
26-06-2024,Belt,Accessories,West,43584,3255
02-01-2024,Camera,Electronics,North,40791,5608
27-06-2024,Camera,Electronics,West,54894,9522
04-04-2024,T-shirt,Fashion,West,55595,4028
06-04-2024,Tablet,Electronics,South,21335,2498
31-05-2024,Laptop,Electronics,North,11719,1178
26-02-2024,Sneakers,Fashion,North,22048,3656
04-06-2024,T-shirt,Fashion,North,2354,245
16-05-2024,Watch,Accessories,East,49005,9576
12-06-2024,Headphones,Electronics,West,19609,1256
11-01-2024,T-shirt,Fashion,North,23665,2242
02-02-2024,Sneakers,Fashion,North,56639,11100
24-06-2024,Camera,Electronics,East,26875,1420
16-06-2024,Shoes,Fashion,West,12628,1536
13-03-2024,T-shirt,Fashion,South,45781,8006
12-01-2024,Bag,Accessories,South,40263,5270
04-02-2024,Smartwatch,Electronics,West,22092,3801
15-04-2024,Phone,Electronics,East,51783,7717
27-01-2024,Belt,Accessories,West,15068,791
02-05-2024,Watch,Accessories,West,33363,3748
20-01-2024,Camera,Electronics,South,55617,6349
09-02-2024,Belt,Accessories,North,50148,9377
29-01-2024,Laptop,Electronics,North,28900,3053
04-02-2024,Tablet,Electronics,East,16826,2753
07-03-2024,Laptop,Electronics,West,52438,6311
07-06-2024,Headphones,Electronics,South,21255,1702
24-06-2024,Smartwatch,Electronics,West,33048,4335
21-06-2024,T-shirt,Fashion,South,4920,481
18-04-2024,Sneakers,Fashion,East,36207,5711
24-05-2024,Camera,Electronics,East,36302,2629
10-02-2024,Watch,Accessories,West,47906,5479
23-04-2024,Tablet,Electronics,North,36879,7251
31-01-2024,Laptop,Electronics,West,46066,5920
15-03-2024,Bag,Accessories,South,8402,1380
13-04-2024,Laptop,Electronics,East,52872,6003
21-06-2024,Bag,Accessories,West,58082,8552
31-03-2024,T-shirt,Fashion,East,20898,2984
01-01-2024,T-shirt,Fashion,South,28407,2736
12-05-2024,Bag,Accessories,North,12981,1152
12-02-2024,Watch,Accessories,North,33635,1793
11-06-2024,Belt,Accessories,South,1658,175
05-03-2024,Smartwatch,Electronics,South,44367,4840
01-02-2024,Laptop,Electronics,East,9224,1030
11-03-2024,Watch,Accessories,North,4802,474
25-05-2024,Sneakers,Fashion,North,50212,3303
23-01-2024,Bag,Accessories,West,24392,2403
02-04-2024,Smartwatch,Electronics,East,43544,4029
02-03-2024,Shoes,Fashion,East,23367,3638
14-06-2024,Smartwatch,Electronics,West,8357,1344
12-03-2024,Headphones,Electronics,East,1992,197
16-01-2024,Camera,Electronics,West,43935,7113
11-01-2024,Smartwatch,Electronics,North,59244,3289
18-04-2024,Bag,Accessories,South,36149,3042
13-02-2024,Headphones,Electronics,East,59310,7269
16-02-2024,Bag,Accessories,West,43642,4238
20-06-2024,Laptop,Electronics,North,50656,6401
19-04-2024,Smartwatch,Electronics,West,58677,5043
19-02-2024,Laptop,Electronics,East,21441,1729
02-01-2024,Shoes,Fashion,South,39259,6821
18-03-2024,Tablet,Electronics,East,36479,4312
15-01-2024,Watch,Accessories,West,46124,6927
16-06-2024,Headphones,Electronics,South,33329,5553
19-04-2024,Bag,Accessories,West,27579,2328
10-05-2024,T-shirt,Fashion,East,17827,1631
09-01-2024,Watch,Accessories,North,59806,11069
07-04-2024,Bag,Accessories,South,19095,3260
22-03-2024,Shoes,Fashion,West,44691,6824
04-04-2024,Belt,Accessories,South,3733,529
29-04-2024,Tablet,Electronics,North,21662,2901
17-02-2024,Sneakers,Fashion,West,46303,6474
22-03-2024,Smartwatch,Electronics,South,21302,2303
06-03-2024,Camera,Electronics,South,44688,6354
14-03-2024,Sneakers,Fashion,South,5050,915
30-03-2024,Laptop,Electronics,South,31461,5253
15-05-2024,Tablet,Electronics,West,25684,4383
15-03-2024,Smartwatch,Electronics,South,56707,9697
17-03-2024,Tablet,Electronics,East,7698,1496
27-01-2024,Laptop,Electronics,West,17007,1152
13-06-2024,T-shirt,Fashion,West,28117,2242
29-01-2024,Belt,Accessories,North,24232,4491
04-06-2024,Belt,Accessories,West,39903,4408
05-04-2024,Headphones,Electronics,West,8417,759
14-06-2024,Headphones,Electronics,West,24975,2474
17-05-2024,Watch,Accessories,North,18172,1901
10-04-2024,Watch,Accessories,North,47603,9137
26-05-2024,Sneakers,Fashion,West,21210,1625
02-05-2024,T-shirt,Fashion,West,32641,1705
27-05-2024,Watch,Accessories,South,41970,7760
03-05-2024,Phone,Electronics,West,22585,2836
01-04-2024,Sneakers,Fashion,South,13017,750
28-05-2024,Headphones,Electronics,South,57789,3565
24-03-2024,Shoes,Fashion,East,8582,1055
10-04-2024,Smartwatch,Electronics,South,9268,1669
15-05-2024,Laptop,Electronics,East,49661,8765
09-06-2024,Tablet,Electronics,West,54652,3546
21-02-2024,Shoes,Fashion,South,12404,753
12-03-2024,Shoes,Fashion,East,1079,124
28-04-2024,T-shirt,Fashion,East,23652,4123
11-05-2024,Watch,Accessories,West,46384,3270
16-04-2024,Shoes,Fashion,North,27092,1484
02-02-2024,Belt,Accessories,North,51896,6728
04-03-2024,Headphones,Electronics,East,36777,4030
26-01-2024,Laptop,Electronics,West,24310,4122
01-06-2024,Watch,Accessories,North,57204,4696
20-03-2024,Tablet,Electronics,North,19190,2187
27-01-2024,Headphones,Electronics,West,3444,213
04-04-2024,Tablet,Electronics,West,29748,3377
28-05-2024,Headphones,Electronics,West,24362,3897
11-01-2024,Smartwatch,Electronics,South,19703,3921
01-02-2024,T-shirt,Fashion,North,7428,904
08-02-2024,Bag,Accessories,East,8651,802
03-04-2024,Watch,Accessories,West,43755,6985
06-01-2024,Phone,Electronics,East,19991,2658
21-01-2024,Sneakers,Fashion,West,46857,5510
13-06-2024,T-shirt,Fashion,East,35727,4410
17-03-2024,Bag,Accessories,North,13042,2437
21-04-2024,Watch,Accessories,South,19112,1625
01-05-2024,Sneakers,Fashion,East,25392,2826
02-05-2024,Laptop,Electronics,West,3101,280
20-03-2024,Tablet,Electronics,West,59748,11315
11-03-2024,Sneakers,Fashion,North,25615,4270
06-04-2024,Belt,Accessories,North,44353,5270
13-01-2024,T-shirt,Fashion,North,44283,2523
18-04-2024,Headphones,Electronics,East,40699,2344
06-03-2024,Camera,Electronics,East,2555,298
29-03-2024,Laptop,Electronics,South,7425,1310
24-06-2024,Laptop,Electronics,West,27398,4354
14-05-2024,Watch,Accessories,South,38516,7442
25-05-2024,Bag,Accessories,East,59250,3174
04-06-2024,Laptop,Electronics,West,16541,2858
24-01-2024,Laptop,Electronics,North,33995,6103
27-04-2024,Phone,Electronics,North,48078,2662
21-01-2024,T-shirt,Fashion,East,24543,1446
19-04-2024,Belt,Accessories,South,20522,2735
03-03-2024,Bag,Accessories,North,33547,5410
10-05-2024,Sneakers,Fashion,North,6798,971
26-06-2024,Smartwatch,Electronics,South,44972,8831
02-04-2024,Laptop,Electronics,East,38949,6660
23-02-2024,Sneakers,Fashion,South,7787,1064
09-06-2024,Bag,Accessories,South,33614,2142
17-06-2024,Shoes,Fashion,North,21374,3014
06-03-2024,T-shirt,Fashion,East,24596,2932
29-02-2024,Headphones,Electronics,South,30616,4163
28-02-2024,Belt,Accessories,North,53229,7626
16-03-2024,Camera,Electronics,South,9052,1226
02-04-2024,Camera,Electronics,East,10486,1624
01-03-2024,Camera,Electronics,West,2137,237
30-03-2024,Camera,Electronics,South,5143,341
21-01-2024,Shoes,Fashion,East,58509,8324
16-05-2024,Camera,Electronics,West,21169,2284
25-06-2024,Tablet,Electronics,North,27830,3118
23-02-2024,Laptop,Electronics,South,31142,2582
29-06-2024,Smartwatch,Electronics,East,44002,4085
03-02-2024,Camera,Electronics,South,40249,4779
29-04-2024,Phone,Electronics,North,52380,8900
13-03-2024,Camera,Electronics,South,40148,6805
03-04-2024,Laptop,Electronics,East,49132,4811
01-04-2024,Phone,Electronics,East,3389,340
01-02-2024,Belt,Accessories,East,15614,1795
28-02-2024,Smartwatch,Electronics,East,30375,5954
31-05-2024,Phone,Electronics,West,13172,2115
10-05-2024,Watch,Accessories,East,14280,1174
11-06-2024,T-shirt,Fashion,East,34195,5878
21-06-2024,Watch,Accessories,East,26390,3698
17-01-2024,Bag,Accessories,West,6752,609
10-04-2024,Laptop,Electronics,South,28059,5293
13-02-2024,Watch,Accessories,West,26527,1450
12-02-2024,Phone,Electronics,North,32675,3431
23-05-2024,Shoes,Fashion,North,4982,284
11-04-2024,Sneakers,Fashion,South,49461,2684
14-04-2024,Sneakers,Fashion,North,14057,2609
24-06-2024,T-shirt,Fashion,North,36963,3747
16-04-2024,Sneakers,Fashion,East,41423,7973
19-05-2024,Shoes,Fashion,North,34099,4575
17-03-2024,Tablet,Electronics,West,25702,2621
14-03-2024,Phone,Electronics,West,7589,1407
07-03-2024,Watch,Accessories,South,10569,1316
08-06-2024,Sneakers,Fashion,South,31637,4080
17-02-2024,T-shirt,Fashion,West,21666,1123
10-03-2024,Tablet,Electronics,East,17230,2513
31-03-2024,Sneakers,Fashion,East,2538,370
29-04-2024,Laptop,Electronics,East,18771,1403
01-05-2024,Laptop,Electronics,West,16431,2168
29-05-2024,Sneakers,Fashion,South,6526,740
29-05-2024,Phone,Electronics,North,10980,1786
14-03-2024,Camera,Electronics,South,31658,3514
29-04-2024,Watch,Accessories,South,26225,3985
06-01-2024,Smartwatch,Electronics,East,42981,7882
28-01-2024,Tablet,Electronics,West,7330,1138
12-01-2024,Watch,Accessories,East,20092,3134
19-03-2024,Smartwatch,Electronics,East,55804,3255
26-02-2024,Camera,Electronics,East,43548,5936
10-02-2024,Shoes,Fashion,South,24753,2883
19-04-2024,Belt,Accessories,West,39599,4530
25-01-2024,Belt,Accessories,South,22623,1670
14-03-2024,Phone,Electronics,South,41557,6723
16-04-2024,Belt,Accessories,East,30505,4605
14-03-2024,Laptop,Electronics,North,2078,334
28-05-2024,Laptop,Electronics,East,42902,8109
24-03-2024,Phone,Electronics,East,57504,4969
11-04-2024,T-shirt,Fashion,South,59760,9723
18-05-2024,Bag,Accessories,South,47075,8526
16-06-2024,T-shirt,Fashion,South,17501,1363
02-02-2024,Laptop,Electronics,North,52847,7646
30-05-2024,Headphones,Electronics,East,8631,567
26-03-2024,Phone,Electronics,North,13128,1848
04-03-2024,Bag,Accessories,West,36465,6129
06-04-2024,Sneakers,Fashion,West,36938,2938
15-05-2024,T-shirt,Fashion,West,14071,1163
05-01-2024,Laptop,Electronics,East,44322,2707
12-02-2024,Smartwatch,Electronics,North,59273,10003
27-02-2024,Camera,Electronics,West,59817,4347
02-01-2024,Tablet,Electronics,South,24473,2598
05-06-2024,Smartwatch,Electronics,East,48469,4360
22-01-2024,T-shirt,Fashion,South,50588,5089
15-02-2024,Headphones,Electronics,East,6503,475
05-02-2024,Belt,Accessories,East,32974,4138
11-01-2024,Smartwatch,Electronics,West,8676,988
21-03-2024,Tablet,Electronics,West,55967,6595
12-01-2024,Smartwatch,Electronics,North,57785,4302
10-05-2024,Camera,Electronics,West,47483,7519
03-03-2024,Shoes,Fashion,North,34924,4833
10-06-2024,Shoes,Fashion,West,51796,8981
04-02-2024,Phone,Electronics,North,4045,454
23-02-2024,Smartwatch,Electronics,East,34053,4604
22-06-2024,Bag,Accessories,South,41093,4013
06-05-2024,Camera,Electronics,East,42518,2313
21-02-2024,Camera,Electronics,North,47718,8808
01-01-2024,Phone,Electronics,West,57638,3736
25-03-2024,Smartwatch,Electronics,West,11199,2084
14-05-2024,Shoes,Fashion,West,50121,3690
18-06-2024,Headphones,Electronics,South,7297,1149
27-02-2024,Sneakers,Fashion,South,37021,5530
23-05-2024,Smartwatch,Electronics,North,5490,911
29-01-2024,Tablet,Electronics,North,57647,4177
06-04-2024,Tablet,Electronics,West,16938,3018
22-05-2024,Phone,Electronics,West,58663,10716
20-02-2024,Sneakers,Fashion,West,14928,2507
22-06-2024,Belt,Accessories,East,10668,1193
27-04-2024,Phone,Electronics,South,30599,3210
09-05-2024,Belt,Accessories,West,1856,292
23-04-2024,Belt,Accessories,West,31997,4139
16-02-2024,Smartwatch,Electronics,South,51098,6641
22-04-2024,T-shirt,Fashion,East,48358,6116
14-02-2024,T-shirt,Fashion,North,14086,1143
18-05-2024,Camera,Electronics,North,56618,8165
15-03-2024,Watch,Accessories,West,14835,1073
07-01-2024,Laptop,Electronics,East,50160,3656
20-03-2024,Phone,Electronics,West,30043,4270
05-03-2024,Shoes,Fashion,East,10902,822
22-03-2024,T-shirt,Fashion,South,46596,7921
13-05-2024,Camera,Electronics,North,58672,8406
23-03-2024,Smartwatch,Electronics,North,14836,2317
16-06-2024,Bag,Accessories,South,25248,2163
07-03-2024,Smartwatch,Electronics,North,19490,1018
01-01-2024,T-shirt,Fashion,North,1472,145
27-03-2024,Bag,Accessories,North,18428,1052
27-03-2024,Bag,Accessories,North,5871,663
17-06-2024,Camera,Electronics,West,31229,6190
12-03-2024,Smartwatch,Electronics,North,39013,3951
18-03-2024,Bag,Accessories,East,38923,2320
10-01-2024,Phone,Electronics,East,52189,8004
03-05-2024,Headphones,Electronics,North,23070,2879
05-04-2024,T-shirt,Fashion,West,23490,1270
18-01-2024,Bag,Accessories,West,45288,3701
11-04-2024,Bag,Accessories,South,25656,2783
04-06-2024,Tablet,Electronics,West,45587,3721
01-05-2024,Watch,Accessories,East,16506,1841
30-03-2024,Phone,Electronics,West,39670,7669
09-01-2024,Bag,Accessories,East,31872,5264
22-03-2024,Shoes,Fashion,East,27438,3917
28-01-2024,Headphones,Electronics,North,1166,221
07-06-2024,Bag,Accessories,South,57053,4069
10-04-2024,Laptop,Electronics,South,35556,4795
08-06-2024,T-shirt,Fashion,North,16741,1986
17-02-2024,Shoes,Fashion,West,2697,500
30-05-2024,Watch,Accessories,South,47912,4778
18-02-2024,Smartwatch,Electronics,West,34138,2511
09-01-2024,Tablet,Electronics,North,52506,7966
01-06-2024,Watch,Accessories,North,17977,1574
20-03-2024,Phone,Electronics,West,14845,848
26-01-2024,Shoes,Fashion,East,35662,2688
13-05-2024,T-shirt,Fashion,North,35107,2969
18-06-2024,Bag,Accessories,East,25445,2679
20-02-2024,Laptop,Electronics,South,18808,2912
13-01-2024,Sneakers,Fashion,South,55606,5337
17-05-2024,Bag,Accessories,South,50105,3521
13-04-2024,Headphones,Electronics,South,55147,4618
03-05-2024,Tablet,Electronics,East,16449,1875
29-03-2024,Headphones,Electronics,North,49476,5157
04-05-2024,Watch,Accessories,West,47889,5482
07-01-2024,Sneakers,Fashion,West,49522,4129
20-04-2024,Camera,Electronics,East,17676,2197
21-01-2024,Sneakers,Fashion,South,56230,7874
02-03-2024,Laptop,Electronics,West,11828,2247
19-06-2024,Tablet,Electronics,West,34782,6766
28-04-2024,Laptop,Electronics,West,6016,1198
07-03-2024,Sneakers,Fashion,West,25479,3412
31-03-2024,Camera,Electronics,North,29037,4825
12-03-2024,Laptop,Electronics,North,43791,5547
10-01-2024,Watch,Accessories,North,32352,4575
17-04-2024,Headphones,Electronics,South,47735,3827
04-01-2024,Camera,Electronics,West,38104,5408
28-04-2024,T-shirt,Fashion,West,42213,5643
21-03-2024,Camera,Electronics,West,48028,6044
30-05-2024,Camera,Electronics,North,51982,5759
23-03-2024,T-shirt,Fashion,North,38812,4142
16-03-2024,Headphones,Electronics,West,44664,7178
04-05-2024,T-shirt,Fashion,South,28210,1742
16-04-2024,Sneakers,Fashion,East,47734,8205
04-03-2024,Belt,Accessories,South,40172,3233
18-02-2024,Phone,Electronics,East,42136,2557
17-04-2024,Laptop,Electronics,West,59328,9231
21-04-2024,Smartwatch,Electronics,North,43880,3328
29-01-2024,Camera,Electronics,South,55830,9644
13-02-2024,Headphones,Electronics,West,38671,7310
03-06-2024,Tablet,Electronics,West,57392,4657
13-02-2024,Smartwatch,Electronics,North,19980,1352
18-02-2024,Camera,Electronics,South,37749,4519
30-03-2024,Laptop,Electronics,North,40469,7924
31-01-2024,Tablet,Electronics,East,29793,2237
21-03-2024,Laptop,Electronics,South,47570,8009
13-06-2024,Watch,Accessories,West,22652,3957
04-06-2024,Smartwatch,Electronics,East,13131,1257
29-03-2024,Watch,Accessories,East,33092,3956
03-06-2024,Watch,Accessories,East,13428,1090
09-02-2024,Phone,Electronics,West,50604,7033
03-01-2024,Belt,Accessories,East,3184,571
04-05-2024,Belt,Accessories,South,31278,5360
01-01-2024,Belt,Accessories,West,41628,5848
13-03-2024,Headphones,Electronics,South,20481,2103
19-05-2024,Tablet,Electronics,South,30852,3700
15-01-2024,Laptop,Electronics,North,38748,2392
30-01-2024,Camera,Electronics,West,7705,512
10-06-2024,Tablet,Electronics,South,25123,4913
12-04-2024,T-shirt,Fashion,West,1385,261
17-01-2024,Headphones,Electronics,South,2913,217
04-02-2024,Watch,Accessories,North,9700,1323
21-03-2024,Bag,Accessories,North,23048,3887
19-02-2024,Watch,Accessories,East,8375,1277
01-06-2024,Smartwatch,Electronics,South,50149,3725
14-04-2024,Tablet,Electronics,East,17773,3347
16-02-2024,Sneakers,Fashion,South,49253,3017
09-04-2024,Shoes,Fashion,North,1198,124
20-06-2024,Bag,Accessories,North,48471,7622
11-01-2024,Camera,Electronics,East,22580,2429
13-01-2024,Bag,Accessories,South,27851,3009
11-06-2024,Laptop,Electronics,West,46300,9093
26-01-2024,Bag,Accessories,East,37509,5715
04-02-2024,Shoes,Fashion,North,43767,4668
13-04-2024,Headphones,Electronics,North,54945,7105
19-06-2024,T-shirt,Fashion,North,15571,1454
27-01-2024,Bag,Accessories,West,17611,3013
16-03-2024,Smartwatch,Electronics,South,17076,2309
08-05-2024,Tablet,Electronics,West,43956,4972
09-01-2024,Phone,Electronics,South,39888,4895
28-06-2024,Bag,Accessories,North,56977,10130
23-05-2024,Shoes,Fashion,South,27787,2963
28-02-2024,Bag,Accessories,East,41230,3129
21-03-2024,Bag,Accessories,East,11755,1979
20-06-2024,Sneakers,Fashion,South,42924,2943
23-05-2024,Watch,Accessories,North,25361,3057
20-06-2024,Belt,Accessories,West,2750,317
18-03-2024,Bag,Accessories,South,47377,4363
09-04-2024,Phone,Electronics,East,42738,2345
26-03-2024,Laptop,Electronics,South,58479,11376
05-05-2024,Bag,Accessories,West,19591,2530
14-01-2024,Phone,Electronics,South,54565,7177
18-01-2024,Phone,Electronics,West,12345,1454
13-05-2024,T-shirt,Fashion,South,16046,3166
16-01-2024,Watch,Accessories,East,20887,2082
08-03-2024,Smartwatch,Electronics,North,19768,3260
04-03-2024,Camera,Electronics,South,32382,5833
19-05-2024,Bag,Accessories,East,39314,4272
15-05-2024,Laptop,Electronics,East,10003,1759
08-02-2024,Bag,Accessories,East,56773,6613
30-01-2024,Camera,Electronics,North,34161,2530
25-05-2024,Watch,Accessories,East,10004,1588
06-01-2024,Camera,Electronics,South,40604,4129
16-01-2024,Watch,Accessories,West,14456,1516
28-06-2024,Shoes,Fashion,South,30016,4348
10-06-2024,Smartwatch,Electronics,South,20673,3886
06-06-2024,T-shirt,Fashion,West,48939,4628
10-02-2024,Belt,Accessories,South,23118,4457
17-04-2024,Bag,Accessories,East,46647,4437
11-03-2024,Headphones,Electronics,South,27398,4047
11-03-2024,Tablet,Electronics,South,48759,3816
